PSCID,PSC_Description
C221,ARCHITECT AND ENGINEERING- GENERAL: PLUMBING SYSTEMS
C222,ARCHITECT AND ENGINEERING- GENERAL: ELECTRICAL SYSTEMS
C223,ARCHITECT AND ENGINEERING- GENERAL: MECHANICAL SYSTEMS
D301,ADP FACILITY MANAGEMENT
D302,IT AND TELECOM- SYSTEMS DEVELOPMENT
D303,ADP DATA ENTRY SERVICES
D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION
D305,"IT AND TELECOM Š—– TELEPROCESSING, TIMESHARE, CLOUD COMPUTING, AND HIGH PERFORMANCE COMPUTING"
D306,ADP SYSTEMS ANALYSIS SERVICES
D307,AUTOMATED INFORMATION SYSTEM SVCS
D308,PROGRAMMING SERVICES
D309,"ADP INF, BROADCAST & DIST SVCS"
D310,ADP BACKUP AND SECURITY SERVICES
D311,IT AND TELECOM- DATA CONVERSION
D312,ADP OPTICAL SCANNING SERVICES
D313,IT AND TELECOM- COMPUTER AIDED DESIGN/COMPUTER AIDED MANUFACTURING (CAD/CAM)
D314,ADP ACQUISITION SUP SVCS
D315,DIGITIZING SVCS
D316,TELECOMMUNICATION NETWORK MGMT SVCS
D317,"AUTO NEWS, DATA & OTHER SVCS"
D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES"
D319,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS
D320,IT AND TELECOM- ANNUAL HARDWARE MAINTENANCE SERVICE PLANS
D321,IT AND TELECOM- HELP DESK
D322,IT AND TELECOM- INTERNET
D324,IT AND TELECOM- BUSINESS CONTINUITY
D325,IT AND TELECOM- DATA CENTERS AND STORAGE
D399,OTHER ADP & TELECOMMUNICATIONS SVCS
E111,PURCHASE OF OFFICE BUILDINGS
E112,PURCH OF GOVT CONF SPACE & FAC
E119,PURCH OF GOVT OTHER ADMIN-SVC BLDGS
E121,PURCH OF GOVT AIR TRAFFIC TOWERS
E122,PURCH OF GOVT AIR TRAFFIC TNG FAC
E123,PURCH OF GOVT RADAR & NAV FACILITY
E124,PURCHASE OF AIRPORT RUNWAYS
E125,PURCHASE OF AIRPORT TERMINALS
E126,PURCH OF GOVT MISSILE SYSTEMS FAC
E127,PURCH OF GOVT ELCT & COMM SYS FAC
E129,PURCH OF GOVT OTHER AIRFIELD STRUCT
E131,PURCHASE OF SCHOOLS
E139,PURCH OF GOVT OTHER EDUCATIONAL BLD
E141,PURCH OF GOVT HOSPITALS & INFIRMARY
E142,PURCH OF GOVT LABS & CLINICS
E149,PURCH OF GOVT OTHER HOSPITAL BLDGS
E151,PURCHASE OF AMMUNITION FACILITIES
E152,PURCHASE OF MAINTENANCE BUILDINGS
E153,PURCHASE OF PRODUCTION BUILDINGS
E154,PURCH OF GOVT SHIP CONST-REP FAC
E155,PURCH OF GOVT TANK AUTOMOTIVE FAC
E159,PURCH OF GOVT OTHER INDUSTRIAL BLDG
E161,PURCH OF GOVT FAMILY HOUSING
E162,PURCHASE OF RECREATIONAL BUILDINGS
E163,PURCH OF GOVT TROOP HOUSING
E164,PURCHASE OF DINING FACILITIES
E165,PURCHASE OF RELIGIOUS FACILITIES
E166,PURCHASE OF PENAL FACILITIES
E169,PURCH OF GOVT OTHER RESIDENTIAL BLD
E171,PURCH OF GOVT AMMO STORAGE BLDGS
E172,PURCH OF GOVT FOOD STORAGE BLDGS
E173,PURCHASE OF FUEL STORAGE BUILDINGS
E174,PURCHASE OF OPEN STORAGE FACILITIES
E179,PURCH OF GOVT OTHER WAREHOUSE BLDGS
E181,PURCH OF GOVT R&D GOCO FACILITIES
E182,PURCH OF GOVT R&D GOGO FACILITIES
E183,PURCH OF GOVT R&D GOCO ENVIR LABS
E184,PURCH OF GOVT R&D GOGO ENVIR LABS
E191,PURCH OF GOVT EXHIBITION BUILDINGS
E192,PURCH OF GOVT TEST BUILDINGS
E199,PURCHASE OF MISCELLANEOUS BUILDINGS
E1AA,PURCHASE OF OFFICE BUILDINGS
E1AB,PURCHASE OF CONFERENCE SPACE AND FACILITIES
E1AZ,PURCHASE OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS
E1BA,PURCHASE OF AIR TRAFFIC CONTROL TOWERS
E1BB,PURCHASE OF AIR TRAFFIC CONTROL TRAINING FACILITIES
E1BC,PURCHASE OF RADAR AND NAVIGATIONAL FACILITIES
E1BD,PURCHASE OF AIRPORT RUNWAYS AND TAXIWAYS
E1BE,PURCHASE OF AIRPORT TERMINALS
E1BF,PURCHASE OF MISSILE SYSTEM FACILITIES
E1BG,PURCHASE OF ELECTRONIC AND COMMUNICATIONS FACILITIES
E1BZ,PURCHASE OF OTHER AIRFIELD STRUCTURES
E1CA,PURCHASE OF SCHOOLS
E1CZ,PURCHASE OF OTHER EDUCATIONAL BUILDINGS
E1DA,PURCHASE OF HOSPITALS AND INFIRMARIES
E1DB,PURCHASE OF LABORATORIES AND CLINICS
E1DZ,PURCHASE OF OTHER HOSPITAL BUILDINGS
E1EA,PURCHASE OF AMMUNITION FACILITIES
E1EB,PURCHASE OF MAINTENANCE BUILDINGS
E1EC,PURCHASE OF PRODUCTION BUILDINGS
E1ED,PURCHASE OF SHIP CONSTRUCTION AND REPAIR FACILITIES
E1EE,PURCHASE OF TANK AUTOMOTIVE FACILITIES
E1EZ,PURCHASE OF OTHER INDUSTRIAL BUILDINGS
E1FA,PURCHASE OF FAMILY HOUSING FACILITIES
E1FB,PURCHASE OF RECREATIONAL BUILDINGS
E1FC,PURCHASE OF TROOP HOUSING FACILITIES
E1FD,PURCHASE OF DINING FACILITIES
E1FE,PURCHASE OF RELIGIOUS FACILITIES
E1FF,PURCHASE OF PENAL FACILITIES
E1FZ,PURCHASE OF OTHER RESIDENTIAL BUILDINGS
E1GA,PURCHASE OF AMMUNITION STORAGE BUILDINGS
E1GB,PURCHASE OF FOOD OR GRAIN STORAGE BUILDINGS
E1GC,PURCHASE OF FUEL STORAGE BUILDINGS
E1GD,PURCHASE OF OPEN STORAGE FACILITIES
E1GZ,PURCHASE OF OTHER WAREHOUSE BUILDINGS
E1HA,PURCHASE OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACILITIES
E1HB,PURCHASE OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) R&D FACILITIES
E1HC,PURCHASE OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) ENVIRONMENTAL LABORATORIES
E1HZ,PURCHASE OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) ENVIRONMENTAL LABORATORIES
E1JA,PURCHASE OF MUSEUMS AND EXHIBITION BUILDINGS
E1JB,PURCHASE OF TESTING AND MEASUREMENT BUILDINGS
E1JZ,PURCHASE OF MISCELLANEOUS BUILDINGS
E1KA,PURCHASE OF DAMS
E1KB,PURCHASE OF CANALS
E1KC,PURCHASE OF MINE FIRE CONTROL FACILITIES
E1KD,PURCHASE OF MINE SUBSIDENCE CONTROL FACILITIES
E1KE,PURCHASE OF SURFACE MINE RECLAMATION FACILITIES
E1KF,PURCHASE OF DREDGING FACILITIES
E1KZ,PURCHASE OF OTHER CONSERVATION AND DEVELOPMENT FACILITIES
E1LA,PURCHASE OF AIRPORT SERVICE ROADS
E1LB,"PURCHASE OF HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS"
E1LC,PURCHASE OF TUNNELS AND SUBSURFACE STRUCTURES
E1LZ,PURCHASE OF PARKING FACILITIES
E1MA,PURCHASE OF EPG FACILITIES - COAL
E1MB,PURCHASE OF EPG FACILITIES - GAS
E1MC,PURCHASE OF EPG FACILITIES - GEOTHERMAL
E1MD,PURCHASE OF EPG FACILITIES - HYDRO
E1ME,PURCHASE OF EPG FACILITIES - NUCLEAR
E1MF,PURCHASE OF EPG FACILITIES - PETROLEUM
E1MG,PURCHASE OF EPG FACILITIES - SOLAR
E1MH,PURCHASE OF EPG FACILITIES - WIND
E1MZ,"PURCHASE OF EPG FACILITIES - OTHER, INCLUDING TRANSMISSION"
E1NA,PURCHASE OF FUEL SUPPLY FACILITIES
E1NB,PURCHASE OF HEATING AND COOLING PLANTS
E1NC,PURCHASE OF POLLUTION ABATEMENT AND CONTROL FACILITIES
E1ND,PURCHASE OF SEWAGE AND WASTE FACILITIES
E1NE,PURCHASE OF WATER SUPPLY FACILITIES
E1NZ,PURCHASE OF OTHER UTILITIES
E1PA,PURCHASE OF RECREATIONAL FACILITIES (NON-BUILDING)
E1PB,PURCHASE OF EXHIBIT DESIGN (NON-BUILDING)
E1PC,PURCHASE OF UNIMPROVED REAL PROPERTY (LAND)
E1PD,PURCHASE OF WASTE TREATMENT AND STORAGE FACILITIES
E1PZ,PURCHASE OF OTHER NON-BUILDING FACILITIES
E1QA,PURCHASE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE)
E211,PURCHASE OF DAMS
E212,PURCHASE OF CANALS
E213,PURCH OF GOVT MINE FIRE CONT
E214,PURCH OF GOVT MINE SUBSIDENCE CONT
E215,PURCH OF GOVT SURFACE MINE RECLAM
E216,PURCHASE OF DREDGING
E219,PURCH OF GOVT OTHER CONSV STRUCTURE
E221,PURCHASE OF AIRPORT SERVICE ROADS
E222,PURCH OF GOVT HWYS-RDS-STS-BRDGS-RA
E223,PURCH OF GOVT TUNNELS-SUBSURF STRUC
E224,PURCH OF GOVT PARKING FACILITIES
E231,PURCHASE OF EPG FACILITIES - COAL
E232,PURCHASE OF EPG FACILITIES - GAS
E233,PURCH OF GOVT EPG - GEOTHERMAL
E234,PURCHASE OF EPG FACILITIES - HYDRO
E235,PURCH OF GOVT EPG - NUCLEAR
E236,PURCH OF GOVT EPG - PETROLEUM
E237,PURCHASE OF EPG FACILITIES - SOLAR
E239,PURCH OF GOVT EPG - OTHER
E241,PURCHASE OF FUEL SUPPLY FACILITIES
E242,PURCH OF GOVT HEATING & COOL PLANTS
E243,PURCH OF GOVT POLLUTION ABATEMENT
E244,PURCH OF GOVT SEWAGE & WASTE
E245,PURCHASE OF WATER SUPPLY FACILITIES
E249,PURCHASE OF OTHER UTILITIES
E291,PURCH OF GOVT RECREA NON-BLDG STRUC
E292,PURCH OF GOVT EXHIBIT (NON BLDG)
E293,PURCH OF GOVT UNIMPROVED REAL PROP
E294,PURCH OF GOVT WASTE TRMT-STORE FAC
E299,PURCH OF GOVT ALL OTHR NON-BLDG FAC
E300,PURCH OF GOVT RESTORATION
F001,AERIAL FERTILIZATION - SPRAYING
F002,AERIAL SEEDING SERVICES
F003,FOREST-RANGE FIRE SUPPRESSION
F004,FOREST-RANGE FIRE REHABILITATION
F005,FOREST TREE PLANTING SERVICES
F006,LAND TREATMENT PRACTICES
F007,NATURAL RESOURCES/CONSERVATION- RANGE SEEDING (GROUND EQUIPMENT)
F008,RECREATION SITE MAINT/NON-CONSTR
F009,NATURAL RESOURCES/CONSERVATION- SEED COLLECTION/PRODUCTION
F010,SEEDLING PRODUCTION-TRANSPLANTING
F011,SURFACE MINING RECLAM/NON-CONSTR
F012,NATURAL RESOURCES/CONSERVATION- SURVEY LINE CLEARING
F013,NATURAL RESOURCES/CONSERVATION- TREE BREEDING
F014,NATURAL RESOURCES/CONSERVATION- TREE THINNING
F015,WELL DRILLING/EXPLORATORY SERVICES
F016,NATURAL RESOURCES/CONSERVATION- WILDHORSE/BURRO CONTROL
F018,NATURAL RESOURCES/CONSERVATION- OTHER FOREST/RANGE IMPROVEMENTS (NON-CONSTRUCTION)
F019,NATURAL RESOURCES/CONSERVATION- OTHER WILDLIFE MANAGEMENT
F020,NATURAL RESOURCES/CONSERVATION- FISHERIES RESOURCES MANAGEMENT
F021,NATURAL RESOURCES/CONSERVATION- SITE PREPARATION
F022,FISH HATCHERY SERVICES
F099,OTHER NAT RES MGMT & CONSERV
F101,ENVIRONMENTAL SYSTEMS PROTECTION- AIR QUALITY SUPPORT
F102,IND INVEST SURV/TCH SUP
F103,ENVIRONMENTAL SYSTEMS PROTECTION- WATER QUALITY SUPPORT
F104,IND INVEST SURV/TCH SUP
F105,PESTICIDES SUPPORT SERVICES
F106,TOXIC SUBSTANCES SUPPORT SERVICES
F107,ENVIRONMENTAL SYSTEMS PROTECTION- TOXIC AND HAZARDOUS SUBSTANCE ANALYSIS
F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION
F109,ENVIRONMENTAL SYSTEMS PROTECTION- LEAKING UNDERGROUND STORAGE TANK SUPPORT
F110,"ENVIRON SYS PROTECT- DEVELOPMENT OF ENVIRON IMPACT STMTS/ASSESSMENTS, TECH ANALYSIS/ENVIRON AUDITS"
F111,MULT POL IND INVST SURV/TECH SUP
F112,OIL SPILL RESPONSE
F113,ENVIRONMENTAL SYSTEMS PROTECTION- WETLANDS CONSERVATION AND SUPPORT
F114,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL LICENSING AND PERMITTING
F115,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL CONSULTING AND LEGAL SUPPORT
F999,OTHER ENVIRONMENTAL SERVICES
G001,CARE OF REMAINS AND/OR FUNERAL SVCS
G002,SOCIAL- CHAPLAIN
G003,RECREATIONAL SERVICES
G004,SOCIAL- SOCIAL REHABILITATION
G005,SOCIAL- GERIATRIC
G006,GOVERNMENT LIFE INSURANCE PROGRAMS
G007,GOVT HEALTH INS PROGRAMS
G008,OTHER GOVERNMENT INSURANCE PROGRAMS
G009,NON-GOVERNMENT INSURANCE PROGRAMS
G010,DIR AID TRIBAL GOVT-DI (PL93-638)
G099,SOCIAL- OTHER
H110,QUALITY CONTROL SERVICES: WEAPONS
H111,QUALITY CONTROL- NUCLEAR ORDNANCE
H112,QUALITY CONTROL- FIRE CONTROL EQUIPMENT
H113,QUALITY CONTROL- AMMUNITION AND EXPLOSIVES
H114,QUALITY CONTROL- GUIDED MISSILES
H115,QUALITY CONT SV/AIRCRAFT
H116,QUALITY CONT SV/AIRCRAFT COMPONENTS
H117,"QUALITY CONTROL- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT"
H118,QUALITY CONTROL- SPACE VEHICLES
H119,QUALITY CONT SV/SHIPS-CRAFT-DOCKS
H120,QUALITY CONTROL- SHIP AND MARINE EQUIPMENT
H122,QUALITY CONTROL- RAILWAY EQUIPMENT
H123,QUALITY CONT SV/VEHICLE-TRAILER-CYC
H124,QUALITY CONTROL SERVICES: TRACTORS
H125,QUALITY CONTROL- VEHICULAR EQUIPMENT COMPONENTS
H126,QUALITY CONT SV/TIRES & TUBES
H128,QUALITY CONT SV/ENGINES & TURBINES
H129,QUALITY CONT SV/ENGINE ACCESSORIES
H130,QUALITY CONTROL- MECHANICAL POWER TRANSMISSION EQUIPMENT
H131,QUALITY CONTROL SERVICES: BEARINGS
H132,QUALITY CONT SV/WOODWORKING MACHINE
H134,QUALITY CONTROL- METALWORKING MACHINERY
H135,QUALITY CONTROL- SERVICE AND TRADE EQUIPMENT
H136,QUALITY CONTROL- SPECIAL INDUSTRY MACHINERY
H137,QUALITY CONTROL- AGRICULTURAL MACHINERY AND EQUIPMENT
H138,QUALITY CONT SV/CONTRUCT EQ
H139,QUALITY CONTROL- MATERIALS HANDLING EQUIPMENT
H140,QUALITY CONT SV/ROPE-CABLE-CHAIN
H141,QUALITY CONT SV/REFRIGERATION-AC EQ
H142,QUALITY CONTROL- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS
H143,QUALITY CONT SV/PUMPS & COMPRESSORS
H144,"QUALITY CONTROL- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS"
H145,"QUALITY CONTROL- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT"
H146,QUALITY CONT SV/WATER PURIFYING EQ
H147,QUALITY CONT SV/PIPE-TUBING-HOSE
H148,QUALITY CONTROL- VALVES
H149,QUALITY CONTROL- MAINTENANCE AND REPAIR SHOP EQUIPMENT
H151,QUALITY CONTROL- HAND TOOLS
H152,QUALITY CONT SV/MEASURING TOOLS
H153,QUALITY CONT SV/HARDWARE & ABRASIVE
H154,QUALITY CONT SV/PREFAB STRUCTURES
H155,QUALITY CONT SV/LUMBER & MILLWORK
H156,QUALITY CONTROL- CONSTRUCTION AND BUILDING MATERIALS
H158,"QUALITY CONTROL- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT"
H159,QUALITY CONT SV/ELECT-ELCT EQ
H160,"QUALITY CONTROL- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES"
H161,QUALITY CONT SV/POWER DISTRIBUTE EQ
H162,QUALITY CONT SV/LIGHTING FIXTURES
H163,"QUALITY CONTROL- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS"
H165,"QUALITY CONTROL- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES"
H166,QUALITY CONTROL- INSTRUMENTS AND LABORATORY EQUIPMENT
H167,QUALITY CONTROL- PHOTOGRAPHIC EQUIPMENT
H168,QUALITY CONT SV/CHEMICAL PRODUCTS
H169,QUALITY CONTROL- TRAINING AIDS AND DEVICES
H170,QUALITY CONT SV/ADP EQ & SUPPLIES
H171,QUALITY CONTROL SERVICES: FURNITURE
H172,QUALITY CONT SV/HOUSEHOLD FURNISH
H173,QUALITY CONT SV/FOOD PREP-SERVE EQ
H174,QUALITY CONT SV/OFFICE MACHINES
H175,QUALITY CONT SV/OFFICE SUPPLIES
H176,"QUALITY CONTROL- BOOKS, MAPS, AND OTHER PUBLICATIONS"
H177,QUALITY CONT SV/MUSIC INST-RADIO-TV
H178,QUALITY CONTROL- RECREATIONAL AND ATHLETIC EQUIPMENT
H179,QUALITY CONTROL- CLEANING EQUIPMENT AND SUPPLIES
H180,"QUALITY CONTROL- BRUSHES, PAINTS, SEALERS, AND ADHESIVES"
H181,QUALITY CONT SV/CONTAINER-PACKAGING
H183,QUALITY CONT SV/TEXTILE-LEATHER-FUR
H184,QUALITY CONT SV/CLOTH - INDIVID EQ
H185,QUALITY CONTROL- TOILETRIES
H187,QUALITY CONT SV/AGRICULTURAL SUPPLY
H188,QUALITY CONT SV/LIVE ANIMALS
H189,QUALITY CONTROL- SUBSISTENCE
H191,"QUALITY CONTROL- FUELS, LUBRICANTS, OILS, AND WAXES"
H193,QUALITY CONT SV/NONMETALIC FAB MAT
H194,QUALITY CONTROL- NONMETALLIC CRUDE MATERIALS
H195,QUALITY CONT SV/METAL BARS & SHEETS
H196,QUALITY CONT SV/ORES & MINERALS
H199,QUALITY CONT SV/MISC EQ
H210,EQ TEST SVCS/WEAPONS
H211,EQUIPMENT AND MATERIALS TESTING- NUCLEAR ORDNANCE
H212,EQ TEST SVCS/FIRE CONT EQUIP
H213,EQ TEST SVCS/AMMO & EXPLOSIVES
H214,EQUIPMENT AND MATERIALS TESTING- GUIDED MISSILES
H215,EQUIPMENT AND MATERIALS TESTING- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS
H216,EQ TEST SVCS/AIRCRAFT COMPONENTS
H217,EQ TEST SVCS/AIRCRAFT GROUND EQUIP
H218,EQ TEST SVCS/SPACE VEHICLES
H219,"EQUIPMENT AND MATERIALS TESTING- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS"
H220,EQUIPMENT AND MATERIALS TESTING- SHIP AND MARINE EQUIPMENT
H222,EQUIPMENT AND MATERIALS TESTING- RAILWAY EQUIPMENT
H223,EQ TEST SVCS/VEHICLES-TRAILERS-CYC
H224,EQUIPMENT AND MATERIALS TESTING- TRACTORS
H225,EQUIPMENT AND MATERIALS TESTING- VEHICULAR EQUIPMENT COMPONENTS
H226,EQUIPMENT AND MATERIALS TESTING- TIRES AND TUBES
H228,EQ TEST SVCS/ENGINES & TURBINES
H229,EQUIPMENT AND MATERIALS TESTING- ENGINE ACCESSORIES
H230,EQUIPMENT AND MATERIALS TESTING- MECHANICAL POWER TRANSMISSION EQUIPMENT
H231,EQ TEST SVCS/BEARINGS
H232,EQUIPMENT AND MATERIALS TESTING- WOODWORKING MACHINERY AND EQUIPMENT
H234,EQUIPMENT AND MATERIALS TESTING- METALWORKING MACHINERY
H235,EQ TEST SVCS/SERVICE & TRADE EQUIP
H236,EQ TEST SVCS/SP INDUSTRY MACHINERY
H237,EQ TEST SVCS/AGRICULTURE MACHINE
H238,EQ TEST SVCS/CONTRUCT EQUIP
H239,EQ TEST SVCS/MATERIALS HANDLING EQ
H240,EQ TEST SVCS/ROPE-CABLE-CHAIN
H241,EQ TEST SVCS/REFRIGERATION - AC EQ
H242,EQ TEST SVCS/FIRE-RESCUE-SAFETY EQ
H243,EQ TEST SVCS/PUMPS & COMPRESSORS
H244,"EQUIPMENT AND MATERIALS TESTING- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS"
H245,EQ TEST SVCS/PLUMBING-HEATING EQ
H246,EQUIPMENT AND MATERIALS TESTING- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT
H247,EQ TEST SVCS/PIPE-TUBING-HOSE
H248,EQ TEST SVCS/VALVES
H249,EQ TEST SVCS/MAINT REPAIR SHOP EQ
H251,EQUIPMENT AND MATERIALS TESTING- HAND TOOLS
H252,EQ TEST SVCS/MEASURING TOOLS
H253,EQ TEST SVCS/HARDWARE & ABRASIVES
H254,EQ TEST SVCS/PREFAB STRUCTURES
H255,EQ TEST SVCS/LUMBER & MILLWORK
H256,EQUIPMENT AND MATERIALS TESTING- CONSTRUCTION AND BUILDING MATERIALS
H258,"EQUIPMENT AND MATERIALS TESTING- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT"
H259,EQUIPMENT AND MATERIALS TESTING- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS
H260,"EQUIPMENT AND MATERIALS TESTING- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES"
H261,EQ TEST SVCS/POWER DISTRIBUTION EQ
H262,EQ TEST SVCS/LIGHTING FIXTURES
H263,"EQUIPMENT AND MATERIALS TESTING- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS"
H265,"EQUIPMENT AND MATERIALS TESTING- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES"
H266,EQUIPMENT AND MATERIALS TESTING- INSTRUMENTS AND LABORATORY EQUIPMENT
H267,EQUIPMENT AND MATERIALS TESTING- PHOTOGRAPHIC EQUIPMENT
H268,EQ TEST SVCS/CHEMICAL PRODUCTS
H269,EQUIPMENT AND MATERIALS TESTING- TRAINING AIDS AND DEVICES
H270,EQUIPMENT AND MATERIALS TESTING- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT
H271,EQ TEST SVCS/FURNITURE
H272,EQUIPMENT AND MATERIALS TESTING- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES
H273,EQ TEST SVCS/FOOD PREP-SERVING EQ
H274,"EQUIPMENT/MATERIALS TESTING- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT"
H275,EQ TEST SVCS/OFFICE SUPPLIES
H276,EQ TEST SVCS/BOOKS-MAPS-PUBS
H277,EQ TEST SVCS/MUSICAL INST-RADIO-TV
H278,EQUIPMENT AND MATERIALS TESTING- RECREATIONAL AND ATHLETIC EQUIPMENT
H279,EQUIPMENT AND MATERIALS TESTING- CLEANING EQUIPMENT AND SUPPLIES
H280,EQ TEST SVCS/BRUSHES-PAINTS-SEALER
H281,EQ TEST SVCS/CONTAINERS-PACKAGING
H283,"EQUIPMENT AND MATERIALS TESTING- TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS"
H284,"EQUIPMENT AND MATERIALS TESTING- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA"
H285,EQ TEST SVCS/TOILETRIES
H287,EQ TEST SVCS/AGRICULTURAL SUPPLIES
H288,EQUIPMENT AND MATERIALS TESTING- LIVE ANIMALS
H289,EQ TEST SVCS/SUBSISTENCE
H291,EQ TEST SVCS/FUELS-LUBRICANTS-OILS
H293,EQ TEST SVCS/NONMETALIC FAB MAT
H294,EQUIPMENT AND MATERIALS TESTING- NONMETALLIC CRUDE MATERIALS
H295,EQ TEST SVCS/METAL BARS & SHEETS
H296,"EQUIPMENT AND MATERIALS TESTING- ORES, MINERALS, AND THEIR PRIMARY PRODUCTS"
H299,EQUIPMENT AND MATERIALS TESTING- MISCELLANEOUS
H310,INSPECTION- WEAPONS
H311,INSPECTION- NUCLEAR ORDNANCE
H312,INSPECTION- FIRE CONTROL EQUIPMENT
H313,INSPECT SVCS/AMMO & EXPLOSIVES
H314,INSPECT SVCS/GUIDED MISSILES
H315,INSPECTION- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS
H316,INSPECTION- AIRCRAFT COMPONENTS AND ACCESSORIES
H317,INSPECT SVCS/AIRCRAFT GROUND EQ
H318,INSPECTION- SPACE VEHICLES
H319,INSPECT SVCS/SHIPS-SML CRAFT-DOCKS
H320,INSPECT SVCS/SHIP & MARINE EQ
H322,INSPECT SVCS/RAILWAY EQ
H323,"INSPECTION- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES"
H324,INSPECT SVCS/TRACTORS
H325,INSPECTION- VEHICULAR EQUIPMENT COMPONENTS
H326,INSPECTION- TIRES AND TUBES
H328,"INSPECTION- ENGINES, TURBINES, AND COMPONENTS"
H329,INSPECTION- ENGINE ACCESSORIES
H330,INSPECTION- MECHANICAL POWER TRANSMISSION EQUIPMENT
H331,INSPECTION- BEARINGS
H332,INSPECTION- WOODWORKING MACHINERY AND EQUIPMENT
H334,INSPECTION- METALWORKING MACHINERY
H335,INSPECT SVCS/SERVICE & TRADE EQ
H336,INSPECTION- SPECIAL INDUSTRY MACHINERY
H337,INSPECTION- AGRICULTURAL MACHINERY AND EQUIPMENT
H338,INSPECT SVCS/CONTRUCT EQ
H339,INSPECT SVCS/MATERIALS HANDLING EQ
H340,INSPECT SVCS/ROPE-CABLE-CHAIN
H341,"INSPECTION- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT"
H342,INSPECT SVCS/FIRE-RESCUE-SAFETY EQ
H343,INSPECTION- PUMPS AND COMPRESSORS
H344,INSPECT SVCS/FURNACE-NUCLEAR REAC
H345,INSPECT SVCS/PLUMBING-HEATING EQ
H346,INSPECT SVCS/WATER PURIFICATION EQ
H347,INSPECT SVCS/PIPE-TUBING-HOSE
H348,INSPECT SVCS/VALVES
H349,INSPECT SVCS/MAINT REPAIR SHOP EQ
H351,INSPECT SVCS/HAND TOOLS
H352,INSPECTION- MEASURING TOOLS
H353,INSPECTION- HARDWARE AND ABRASIVES
H354,INSPECT SVCS/PREFAB STRUCTURES
H355,INSPECT SVCS/LUMBER & MILLWORK
H356,INSPECT SVCS/CONTRUCT MATERIAL
H358,"INSPECTION- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT"
H359,INSPECTION- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS
H360,"INSPECTION- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES"
H361,INSPECTION- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT
H362,INSPECTION- LIGHTING FIXTURES AND LAMPS
H363,INSPECT SVCS/ALARM & SIGNAL SYSTEM
H365,INSPECT SVCS/MEDICAL-DENTAL-VET EQ
H366,INSPECT SVCS/INSTRUMENTS & LAB EQ
H367,INSPECT SVCS/PHOTOGRAPHIC EQ
